70.20%;62.43%
71.97%;63.00%
72.66%;63.08%
73.26%;62.81%
73.32%;62.54%
72.66%;62.37%
7;-4.0;0.0;Test.Set;65.47
7;-4.0;1.0;Train.Set;76.76
7;-4.0;1.0;Test.Set;66.91
7;-4.0;2.0;Train.Set;77.96
7;-4.0;2.0;Test.Set;68.45
7;-4.0;4.0;Train.Set;77.29
7;-4.0;4.0;Test.Set;68.25
7;-2.0;0.0;Train.Set;76.00
7;-2.0;0.0;Test.Set;65.43
7;-2.0;1.0;Train.Set;78.47
7;-2.0;1.0;Test.Set;68.28
7;-2.0;2.0;Train.Set;79.01
7;-2.0;2.0;Test.Set;69.26
7;-2.0;4.0;Train.Set;78.59
7;-2.0;4.0;Test.Set;69.33
7;0.0;0.0;Train.Set;75.78
7;0.0;0.0;Test.Set;64.62
7;0.0;1.0;Train.Set;79.55
7;0.0;1.0;Test.Set;68.98
7;0.0;2.0;Train.Set;80.19
7;0.0;2.0;Test.Set;70.12
7;0.0;4.0;Train.Set;79.49
7;0.0;4.0;Test.Set;70.03
8;-16.0;0.0;Train.Set;68.83
8;-16.0;0.0;Test.Set;60.44
8;-16.0;1.0;Train.Set;68.60
8;-16.0;1.0;Test.Set;60.31
8;-16.0;2.0;Train.Set;68.06
8;-16.0;2.0;Test.Set;60.00
8;-16.0;4.0;Train.Set;68.68
8;-16.0;4.0;Test.Set;61.21
8;-8.0;0.0;Train.Set;73.53
8;-8.0;0.0;Test.Set;64.38
8;-8.0;1.0;Train.Set;73.33
8;-8.0;1.0;Test.Set;64.55
8;-8.0;2.0;Train.Set;75.18
8;-8.0;2.0;Test.Set;66.77
8;-8.0;4.0;Train.Set;73.93
8;-8.0;4.0;Test.Set;66.18
8;-4.0;0.0;Train.Set;75.17
8;-4.0;0.0;Test.Set;65.09
8;-4.0;1.0;Train.Set;76.23
8;-4.0;1.0;Test.Set;66.41
8;-4.0;2.0;Train.Set;77.43
8;-4.0;2.0;Test.Set;68.44
8;-4.0;4.0;Train.Set;76.71
8;-4.0;4.0;Test.Set;68.44
8;-2.0;0.0;Train.Set;75.74
8;-2.0;0.0;Test.Set;65.19
8;-2.0;1.0;Train.Set;78.05
8;-2.0;1.0;Test.Set;67.96
8;-2.0;2.0;Train.Set;78.61
8;-2.0;2.0;Test.Set;69.21
8;-2.0;4.0;Train.Set;78.13
8;-2.0;4.0;Test.Set;69.32
8;0.0;0.0;Train.Set;75.69
8;0.0;0.0;Test.Set;65.02
8;0.0;1.0;Train.Set;79.21
8;0.0;1.0;Test.Set;68.78
8;0.0;2.0;Train.Set;79.94
8;0.0;2.0;Test.Set;70.25
8;0.0;4.0;Train.Set;79.26
8;0.0;4.0;Test.Set;70.32
9;-16.0;0.0;Train.Set;68.41
9;-16.0;0.0;Test.Set;59.54
9;-16.0;1.0;Train.Set;68.03
9;-16.0;1.0;Test.Set;59.01
9;-16.0;2.0;Train.Set;67.48
9;-16.0;2.0;Test.Set;58.74
9;-16.0;4.0;Train.Set;67.79
