Feature.Type;Context;INSWORD;Evaluation.Set;Acc
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-32.0;Train.Subset;59.17
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-32.0;Test.Set;54.75
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-16.0;Train.Subset;68.73
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-16.0;Test.Set;63.38
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-8.0;Train.Subset;73.73
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-8.0;Test.Set;67.39
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-4.0;Train.Subset;75.51
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-4.0;Test.Set;68.51
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-2.0;Train.Subset;75.83
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-2.0;Test.Set;68.37
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;0.0;Train.Subset;75.29
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;0.0;Test.Set;67.44
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Train.Subset;73.50
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Test.Set;65.09
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Train.Subset;69.82
MFC_E_D_Z;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Test.Set;61.07
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Train.Subset;59.27
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Test.Set;54.76
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Train.Subset;69.07
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Test.Set;63.21
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Train.Subset;74.30
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Test.Set;67.34
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Train.Subset;76.07
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Test.Set;68.37
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Train.Subset;76.42
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Test.Set;68.27
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Train.Subset;75.82
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Test.Set;67.41
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Train.Subset;73.96
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Test.Set;65.13
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Train.Subset;70.20
MFC_E_D_Z;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Test.Set;60.74
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Train.Subset;59.03
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Test.Set;54.29
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Train.Subset;68.81
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Test.Set;62.87
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Train.Subset;73.85
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Test.Set;66.97
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Train.Subset;75.66
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Test.Set;68.22
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Train.Subset;75.98
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Test.Set;68.03
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Train.Subset;75.51
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Test.Set;67.06
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Train.Subset;73.90
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Test.Set;64.82
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Train.Subset;70.16
MFC_E_D_Z;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Test.Set;60.33
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Train.Subset;59.40
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Test.Set;54.58
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Train.Subset;69.18
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Test.Set;63.02
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Train.Subset;74.41
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Test.Set;67.29
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Train.Subset;76.18
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Test.Set;68.33
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Train.Subset;76.42
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Test.Set;68.19
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Train.Subset;76.14
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Test.Set;67.28
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Train.Subset;74.53
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Test.Set;65.00
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Train.Subset;70.99
MFC_E_D_Z;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Test.Set;60.72
MFC;0;-32.0;Train.Subset;51.85
MFC;0;-32.0;Test.Set;50.17
MFC;0;-16.0;Train.Subset;61.69
MFC;0;-16.0;Test.Set;59.69
MFC;0;-8.0;Train.Subset;66.43
MFC;0;-8.0;Test.Set;64.02
MFC;0;-4.0;Train.Subset;67.10
MFC;0;-4.0;Test.Set;64.58
MFC;0;-2.0;Train.Subset;66.10
MFC;0;-2.0;Test.Set;63.62
MFC;0;0.0;Train.Subset;63.69
MFC;0;0.0;Test.Set;61.10
MFC;0;2.0;Train.Subset;59.07
MFC;0;2.0;Test.Set;56.14
MFC;0;4.0;Train.Subset;51.09
MFC;0;4.0;Test.Set;47.63
MFC;-1,0,1;-32.0;Train.Subset;56.36
MFC;-1,0,1;-32.0;Test.Set;53.71
MFC;-1,0,1;-16.0;Train.Subset;66.38
MFC;-1,0,1;-16.0;Test.Set;63.07
MFC;-1,0,1;-8.0;Train.Subset;70.73
MFC;-1,0,1;-8.0;Test.Set;67.12
MFC;-1,0,1;-4.0;Train.Subset;71.79
MFC;-1,0,1;-4.0;Test.Set;67.80
MFC;-1,0,1;-2.0;Train.Subset;71.48
MFC;-1,0,1;-2.0;Test.Set;67.34
MFC;-1,0,1;0.0;Train.Subset;70.24
MFC;-1,0,1;0.0;Test.Set;65.83
MFC;-1,0,1;2.0;Train.Subset;67.66
MFC;-1,0,1;2.0;Test.Set;62.47
MFC;-1,0,1;4.0;Train.Subset;62.33
MFC;-1,0,1;4.0;Test.Set;56.76
MFC;-2,-1,0,1,2;-32.0;Train.Subset;56.61
MFC;-2,-1,0,1,2;-32.0;Test.Set;53.85
MFC;-2,-1,0,1,2;-16.0;Train.Subset;66.67
MFC;-2,-1,0,1,2;-16.0;Test.Set;63.00
MFC;-2,-1,0,1,2;-8.0;Train.Subset;71.03
MFC;-2,-1,0,1,2;-8.0;Test.Set;67.10
MFC;-2,-1,0,1,2;-4.0;Train.Subset;72.18
MFC;-2,-1,0,1,2;-4.0;Test.Set;67.92
MFC;-2,-1,0,1,2;-2.0;Train.Subset;72.07
MFC;-2,-1,0,1,2;-2.0;Test.Set;67.44
MFC;-2,-1,0,1,2;0.0;Train.Subset;71.02
MFC;-2,-1,0,1,2;0.0;Test.Set;65.95
MFC;-2,-1,0,1,2;2.0;Train.Subset;68.23
MFC;-2,-1,0,1,2;2.0;Test.Set;63.00
MFC;-2,-1,0,1,2;4.0;Train.Subset;63.62
MFC;-2,-1,0,1,2;4.0;Test.Set;57.77
MFC;-3,-2,-1,0,1,2,3;-32.0;Train.Subset;55.59
MFC;-3,-2,-1,0,1,2,3;-32.0;Test.Set;52.95
MFC;-3,-2,-1,0,1,2,3;-16.0;Train.Subset;65.43
MFC;-3,-2,-1,0,1,2,3;-16.0;Test.Set;62.11
MFC;-3,-2,-1,0,1,2,3;-8.0;Train.Subset;70.00
MFC;-3,-2,-1,0,1,2,3;-8.0;Test.Set;66.36
MFC;-3,-2,-1,0,1,2,3;-4.0;Train.Subset;71.36
MFC;-3,-2,-1,0,1,2,3;-4.0;Test.Set;67.34
MFC;-3,-2,-1,0,1,2,3;-2.0;Train.Subset;71.31
MFC;-3,-2,-1,0,1,2,3;-2.0;Test.Set;67.06
MFC;-3,-2,-1,0,1,2,3;0.0;Train.Subset;70.38
MFC;-3,-2,-1,0,1,2,3;0.0;Test.Set;65.91
MFC;-3,-2,-1,0,1,2,3;2.0;Train.Subset;68.14
MFC;-3,-2,-1,0,1,2,3;2.0;Test.Set;63.36
MFC;-3,-2,-1,0,1,2,3;4.0;Train.Subset;63.68
MFC;-3,-2,-1,0,1,2,3;4.0;Test.Set;58.28
MFC;-4,-3,-2,-1,0,1,2,3,4;-32.0;Train.Subset;57.36
MFC;-4,-3,-2,-1,0,1,2,3,4;-32.0;Test.Set;54.14
MFC;-4,-3,-2,-1,0,1,2,3,4;-16.0;Train.Subset;67.28
MFC;-4,-3,-2,-1,0,1,2,3,4;-16.0;Test.Set;63.16
MFC;-4,-3,-2,-1,0,1,2,3,4;-8.0;Train.Subset;71.81
MFC;-4,-3,-2,-1,0,1,2,3,4;-8.0;Test.Set;67.14
MFC;-4,-3,-2,-1,0,1,2,3,4;-4.0;Train.Subset;73.11
MFC;-4,-3,-2,-1,0,1,2,3,4;-4.0;Test.Set;67.94
MFC;-4,-3,-2,-1,0,1,2,3,4;-2.0;Train.Subset;73.26
MFC;-4,-3,-2,-1,0,1,2,3,4;-2.0;Test.Set;67.82
MFC;-4,-3,-2,-1,0,1,2,3,4;0.0;Train.Subset;72.42
MFC;-4,-3,-2,-1,0,1,2,3,4;0.0;Test.Set;66.66
MFC;-4,-3,-2,-1,0,1,2,3,4;2.0;Train.Subset;70.34
MFC;-4,-3,-2,-1,0,1,2,3,4;2.0;Test.Set;63.99
MFC;-4,-3,-2,-1,0,1,2,3,4;4.0;Train.Subset;66.02
MFC;-4,-3,-2,-1,0,1,2,3,4;4.0;Test.Set;59.07
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-32.0;Train.Subset;57.51
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-32.0;Test.Set;54.14
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-16.0;Train.Subset;67.20
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-16.0;Test.Set;63.18
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-8.0;Train.Subset;72.16
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-8.0;Test.Set;67.41
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-4.0;Train.Subset;73.71
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-4.0;Test.Set;68.46
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-2.0;Train.Subset;73.77
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;-2.0;Test.Set;68.38
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;0.0;Train.Subset;73.02
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;0.0;Test.Set;67.39
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;2.0;Train.Subset;71.28
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;2.0;Test.Set;64.93
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;4.0;Train.Subset;67.03
MFC;-5,-4,-3,-2,-1,0,1,2,3,4,5;4.0;Test.Set;60.43
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-32.0;Train.Subset;59.06
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-32.0;Test.Set;55.05
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-16.0;Train.Subset;68.91
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-16.0;Test.Set;63.93
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-8.0;Train.Subset;73.71
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-8.0;Test.Set;67.89
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-4.0;Train.Subset;75.15
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-4.0;Test.Set;68.92
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-2.0;Train.Subset;75.36
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;-2.0;Test.Set;68.79
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;0.0;Train.Subset;74.75
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;0.0;Test.Set;67.86
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;2.0;Train.Subset;72.90
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;2.0;Test.Set;65.55
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;4.0;Train.Subset;69.29
MFC;-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6;4.0;Test.Set;60.96
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-32.0;Train.Subset;58.64
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-32.0;Test.Set;54.60
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-16.0;Train.Subset;68.48
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-16.0;Test.Set;63.43
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-8.0;Train.Subset;73.29
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-8.0;Test.Set;67.40
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-4.0;Train.Subset;74.82
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-4.0;Test.Set;68.39
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-2.0;Train.Subset;74.99
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;-2.0;Test.Set;68.39
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;0.0;Train.Subset;74.49
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;0.0;Test.Set;67.21
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Train.Subset;72.65
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;2.0;Test.Set;64.99
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Train.Subset;68.68
MFC;-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7;4.0;Test.Set;60.32
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Train.Subset;57.99
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-32.0;Test.Set;54.01
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Train.Subset;67.85
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-16.0;Test.Set;62.85
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Train.Subset;72.75
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-8.0;Test.Set;66.79
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Train.Subset;74.30
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-4.0;Test.Set;67.97
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Train.Subset;74.64
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;-2.0;Test.Set;67.94
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Train.Subset;74.08
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;0.0;Test.Set;67.02
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Train.Subset;72.36
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;2.0;Test.Set;64.75
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Train.Subset;68.58
MFC;-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8;4.0;Test.Set;60.51
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Train.Subset;57.74
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-32.0;Test.Set;53.55
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Train.Subset;67.85
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-16.0;Test.Set;62.46
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Train.Subset;72.77
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-8.0;Test.Set;66.58
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Train.Subset;74.31
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-4.0;Test.Set;67.78
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Train.Subset;74.49
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;-2.0;Test.Set;67.64
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Train.Subset;74.09
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;0.0;Test.Set;66.71
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Train.Subset;72.38
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;2.0;Test.Set;64.19
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Train.Subset;68.27
MFC;-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9;4.0;Test.Set;59.60
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Train.Subset;58.11
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-32.0;Test.Set;53.88
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Train.Subset;68.51
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-16.0;Test.Set;62.56
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Train.Subset;73.40
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-8.0;Test.Set;66.68
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Train.Subset;75.22
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-4.0;Test.Set;67.65
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Train.Subset;75.38
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;-2.0;Test.Set;67.53
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Train.Subset;74.93
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;0.0;Test.Set;66.65
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Train.Subset;73.25
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;2.0;Test.Set;64.47
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Train.Subset;69.44
MFC;-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10;4.0;Test.Set;60.03
FBK;0;-32.0;Train.Subset;50.64
FBK;0;-32.0;Test.Set;49.07
FBK;0;-16.0;Train.Subset;60.54
FBK;0;-16.0;Test.Set;58.75
FBK;0;-8.0;Train.Subset;65.16
FBK;0;-8.0;Test.Set;62.98
FBK;0;-4.0;Train.Subset;65.69
FBK;0;-4.0;Test.Set;63.44
FBK;0;-2.0;Train.Subset;64.74
FBK;0;-2.0;Test.Set;62.35
FBK;0;0.0;Train.Subset;62.60
FBK;0;0.0;Test.Set;59.88
FBK;0;2.0;Train.Subset;58.32
FBK;0;2.0;Test.Set;55.10
FBK;0;4.0;Train.Subset;50.35
FBK;0;4.0;Test.Set;46.98
FBK;-1,0,1;-32.0;Train.Subset;55.64
FBK;-1,0,1;-32.0;Test.Set;53.09
FBK;-1,0,1;-16.0;Train.Subset;65.88
FBK;-1,0,1;-16.0;Test.Set;62.54
FBK;-1,0,1;-8.0;Train.Subset;70.12
FBK;-1,0,1;-8.0;Test.Set;66.59
FBK;-1,0,1;-4.0;Train.Subset;71.14
FBK;-1,0,1;-4.0;Test.Set;67.22
FBK;-1,0,1;-2.0;Train.Subset;70.73
FBK;-1,0,1;-2.0;Test.Set;66.68
FBK;-1,0,1;0.0;Train.Subset;69.30
FBK;-1,0,1;0.0;Test.Set;65.15
FBK;-1,0,1;2.0;Train.Subset;66.75
FBK;-1,0,1;2.0;Test.Set;62.09
FBK;-1,0,1;4.0;Train.Subset;61.41
FBK;-1,0,1;4.0;Test.Set;56.74
FBK;-2,-1,0,1,2;-32.0;Train.Subset;56.45
FBK;-2,-1,0,1,2;-32.0;Test.Set;53.43
FBK;-2,-1,0,1,2;-16.0;Train.Subset;66.79
FBK;-2,-1,0,1,2;-16.0;Test.Set;62.96
FBK;-2,-1,0,1,2;-8.0;Train.Subset;70.88
FBK;-2,-1,0,1,2;-8.0;Test.Set;67.06
FBK;-2,-1,0,1,2;-4.0;Train.Subset;72.00
FBK;-2,-1,0,1,2;-4.0;Test.Set;67.79
FBK;-2,-1,0,1,2;-2.0;Train.Subset;71.95
FBK;-2,-1,0,1,2;-2.0;Test.Set;67.45
FBK;-2,-1,0,1,2;0.0;Train.Subset;70.96
FBK;-2,-1,0,1,2;0.0;Test.Set;66.15
FBK;-2,-1,0,1,2;2.0;Train.Subset;68.71
FBK;-2,-1,0,1,2;2.0;Test.Set;63.60
FBK;-2,-1,0,1,2;4.0;Train.Subset;64.48
FBK;-2,-1,0,1,2;4.0;Test.Set;59.08
FBK;-3,-2,-1,0,1,2,3;-32.0;Train.Subset;56.53
FBK;-3,-2,-1,0,1,2,3;-32.0;Test.Set;53.42
